0.006933,-0.001183,-0.269653,0.518099,-0.304133,-0.017375,0.006933,-0.001183,-0.269653,0.518099,-0.304133,-0.017375,-0.050600,0.050000,-0.030600,-0.028800,0.145000,-0.119000,0.089700,-0.131000,-0.050000,-0.617000,-0.106000,-0.091400,-0.089500,0.213000
0.014167,-0.002377,-0.269306,0.515968,-0.308533,-0.035250,0.014167,-0.002377,-0.269306,0.515968,-0.308533,-0.035250,-0.089555,0.116290,-0.034120,0.000000,0.000000,0.000000,0.000000,-0.171950,-0.100000,-0.795200,-0.227000,0.007312,0.000000,0.000000
0.021733,-0.003573,-0.268958,0.513763,-0.313067,-0.053625,0.021733,-0.003573,-0.268958,0.513763,-0.313067,-0.053625,-0.089765,0.116290,-0.033900,0.000000,0.000000,0.000000,0.000000,-0.168800,-0.100000,-0.784200,-0.233600,0.007312,0.000000,0.000000
0.022567,-0.003577,-0.268964,0.513386,-0.313733,-0.054875,0.022567,-0.003577,-0.268964,0.513386,-0.313733,-0.054875,-0.090080,0.116290,-0.034010,0.000000,0.000000,0.000000,0.000000,-0.167750,-0.100000,-0.768800,-0.239100,0.007312,0.000000,0.000000
0.023267,-0.003550,-0.268982,0.513165,-0.314267,-0.055875,0.023267,-0.003550,-0.268982,0.513165,-0.314267,-0.055875,-0.090395,0.116290,-0.034010,0.000000,0.000000,0.000000,0.000000,-0.166700,-0.100000,-0.758900,-0.243500,0.007312,0.000000,0.000000
0.023833,-0.003480,-0.269022,0.512943,-0.314933,-0.056625,0.023833,-0.003480,-0.269022,0.512943,-0.314933,-0.056625,-0.090500,0.116290,-0.034230,0.000000,0.000000,0.000000,0.000000,-0.165650,-0.100000,-0.747900,-0.246800,0.007312,0.000000,0.000000
0.023967,-0.003380,-0.269069,0.512864,-0.315600,-0.057375,0.023967,-0.003380,-0.269069,0.512864,-0.315600,-0.057375,-0.090605,0.116290,-0.034560,0.000000,0.000000,0.000000,0.000000,-0.165650,-0.100000,-0.734700,-0.250100,0.007312,0.000000,0.000000
0.024067,-0.003257,-0.269125,0.512912,-0.316267,-0.058125,0.024067,-0.003257,-0.269125,0.512912,-0.316267,-0.058125,-0.090605,0.116290,-0.034890,0.000000,0.000000,0.000000,0.000000,-0.165650,-0.100000,-0.724800,-0.252300,0.007312,0.000000,0.000000
0.024100,-0.003117,-0.269194,0.513243,-0.316800,-0.058875,0.024100,-0.003117,-0.269194,0.513243,-0.316800,-0.058875,-0.090395,0.116290,-0.035330,0.000000,0.000000,0.000000,0.000000,-0.164600,-0.100000,-0.716000,-0.254500,0.007312,0.000000,0.000000
0.024467,-0.002980,-0.269267,0.513588,-0.317200,-0.059500,0.024467,-0.002980,-0.269267,0.513588,-0.317200,-0.059500,-0.090080,0.116290,-0.035880,0.000000,0.000000,0.000000,0.000000,-0.163550,-0.100000,-0.703900,-0.256700,0.007312,0.000000,0.000000
0.024767,-0.002847,-0.269339,0.513962,-0.317600,-0.060125,0.024767,-0.002847,-0.269339,0.513962,-0.317600,-0.060125,-0.089870,0.116290,-0.036210,0.000000,0.000000,0.000000,0.000000,-0.163550,-0.100000,-0.696200,-0.258900,0.007312,0.000000,0.000000
0.025100,-0.002723,-0.269408,0.514350,-0.318267,-0.060750,0.025100,-0.002723,-0.269408,0.514350,-0.318267,-0.060750,-0.089660,0.116290,-0.036650,0.000000,0.000000,0.000000,0.000000,-0.161450,-0.100000,-0.689600,-0.261100,0.007312,0.000000,0.000000
